,시점,관측지점별,평균기온 (℃),평균최고기온 (℃),평균최저기온 (℃),최고기온 (℃),최저기온 (℃),합계강수량 (mm),평균지면온도 (℃),대분류
287,2005,봉화,9.4,16.4,3.1,33.5,-20.3,1130.3,12.3,경상북도
288,2005,영주,11.4,17.0,6.0,34.7,-16.3,1303.3,12.9,경상북도
289,2005,문경,11.1,16.9,6.0,34.5,-15.6,1519.2,13.9,경상북도
290,2005,영덕,12.6,17.7,8.0,36.9,-11.8,1204.0,15.0,경상북도
291,2005,의성,11.1,18.4,4.6,35.4,-19.0,848.5,12.8,경상북도
292,2005,구미,12.6,18.7,7.3,35.5,-13.0,1011.2,15.1,경상북도
293,2005,영천,12.5,19.0,6.7,37.0,-14.5,772.8,14.6,경상북도
294,2005,거창,12.2,19.1,6.2,37.0,-14.8,1244.9,14.6,경상남도
295,2005,합천,13.5,20.4,7.7,37.0,-14.8,1119.6,14.9,경상남도
296,2005,밀양,13.2,20.2,7.2,36.2,-14.5,971.5,15.0,경상남도
297,2005,산청,12.6,18.7,7.6,36.7,-11.6,1313.2,14.7,경상남도
298,2005,거제,14.1,18.8,9.9,34.7,-8.1,1446.6,14.8,경상남도
299,2005,남해,13.6,18.6,9.4,34.0,-11.6,1617.0,17.0,경상남도
300,2006,속초,11.9,16.0,8.3,33.0,-11.9,1609.2,12.6,강원도
301,2006,철원,10.4,16.5,5.0,33.9,-19.3,1298.0,12.7,강원도
302,2006,동두천,11.2,17.8,6.1,34.8,-17.5,1360.1,13.5,경기도
303,2006,파주,11.3,17.4,6.1,34.9,-17.6,1284.6,13.8,경기도
304,2006,대관령,6.9,12.1,2.4,30.6,-23.5,2112.9,8.9,강원도
305,2006,춘천,11.5,17.5,6.7,35.5,-16.6,1659.4,13.9,강원도
306,2006,백령도,11.2,14.8,8.4,32.1,-15.3,577.1,12.5,인천광역시
307,2006,강릉,13.1,17.3,9.5,35.2,-9.5,1852.7,14.0,강원도
308,2006,동해,12.4,16.7,8.6,33.3,-10.7,1967.1,13.7,강원도
309,2006,서울,13.0,17.2,9.3,34.7,-14.1,1681.9,14.0,서울특별시
310,2006,인천,12.7,16.6,9.4,32.5,-13.3,1300.1,14.4,인천광역시
311,2006,원주,12.2,18.1,7.2,36.4,-16.0,1560.5,12.9,경상북도
312,2006,울릉도,12.2,15.4,9.6,31.7,-8.3,1914.5,13.7,경상북도
313,2006,수원,12.9,18.0,8.7,35.9,-13.2,1362.7,14.2,경기도
314,2006,영월,11.2,17.7,5.7,36.8,-18.5,1304.2,13.9,강원도
315,2006,충주,11.5,17.5,6.4,35.0,-17.3,1233.9,13.0,충청북도
316,2006,서산,12.2,17.0,7.7,33.0,-13.6,1139.2,14.2,충청남도
317,2006,울진,12.7,17.2,8.7,33.1,-8.9,1692.9,14.1,경상북도
318,2006,청주,13.3,18.5,8.6,34.2,-13.3,1081.1,14.0,충청북도
319,2006,대전,13.1,18.3,8.5,34.2,-13.5,1195.2,14.7,대전광역시
320,2006,추풍령,11.6,17.5,6.6,35.7,-13.8,1273.1,12.6,충청북도
321,2006,안동,12.1,18.0,6.9,35.7,-15.2,1098.1,14.4,경상북도
322,2006,상주,12.6,18.7,7.7,36.6,-12.5,1174.3,14.4,경상북도
323,2006,포항,14.4,18.7,10.8,36.2,-10.7,1332.8,16.0,경상북도
324,2006,군산,13.4,18.4,9.3,35.7,-12.0,1173.8,15.5,전라북도
325,2006,대구,14.6,19.7,10.3,37.2,-10.1,1131.5,15.5,대구광역시
326,2006,전주,14.1,19.7,9.3,36.4,-13.1,1187.5,15.2,전라북도
327,2006,울산,14.6,19.6,10.4,36.0,-9.7,1393.9,15.3,울산광역시
328,2006,창원,14.5,18.9,10.9,35.0,-8.8,1692.5,15.3,경상남도
329,2006,광주,14.2,19.2,10.0,35.0,-11.0,1520.2,15.6,광주광역시
330,2006,부산,14.7,18.9,11.4,34.5,-9.6,1528.3,16.5,부산광역시
331,2006,통영,14.6,19.0,11.2,34.2,-7.4,1536.7,15.9,경상남도
332,2006,목포,14.1,18.4,10.5,34.8,-10.1,1288.3,15.5,전라남도
333,2006,여수,14.3,17.7,11.6,33.0,-8.8,1561.7,14.0,전라남도
334,2006,흑산도,13.2,16.3,10.9,32.3,-5.9,1044.0,15.2,전라남도
335,2006,완도,14.1,18.8,10.2,34.0,-7.5,1707.2,15.5,전라남도
336,2006,진도(첨찰산),11.9,16.9,8.6,33.2,-11.4,1514.2,14.1,전라남도
337,2006,제주,16.2,19.4,13.5,34.0,-1.8,1527.4,18.1,제주도
338,2006,고산,15.5,18.7,13.0,33.0,-1.9,1350.3,17.8,제주도
339,2006,성산,15.7,19.0,12.4,32.4,-3.2,2238.0,17.2,제주도
340,2006,서귀포,17.1,20.7,14.2,33.8,-1.5,1757.6,18.1,제주도
341,2006,진주,13.6,19.7,8.2,37.5,-13.3,1674.0,15.6,경상남도
342,2006,강화,11.4,16.4,7.0,32.7,-15.3,1257.2,13.0,인천광역시
343,2006,양평,12.3,18.3,7.3,35.5,-15.1,1670.8,14.0,경기도
344,2006,이천,12.2,18.0,7.1,35.5,-15.5,1464.8,12.9,경기도
345,2006,인제,10.6,16.7,5.6,35.0,-18.3,1739.5,11.4,강원도
346,2006,홍천,11.1,17.7,6.0,36.0,-19.0,2140.8,12.9,강원도
347,2006,태백,8.9,14.2,4.3,32.5,-19.1,1796.8,10.2,강원도
348,2006,제천,11.1,17.3,5.9,35.5,-19.0,1719.8,13.0,충청북도
349,2006,보은,11.6,17.8,6.3,35.5,-16.6,1196.2,13.6,충청북도
350,2006,천안,11.5,17.3,6.3,33.5,-15.6,1043.3,12.8,충청남도
351,2006,보령,12.8,17.6,8.5,34.2,-12.6,831.4,14.7,충청남도
352,2006,부여,12.8,19.2,7.4,36.0,-13.6,1076.5,15.0,충청남도
353,2006,금산,12.1,18.5,6.9,35.2,-16.6,1349.9,13.6,충청남도
354,2006,부안,13.6,18.8,9.1,35.7,-13.3,1210.7,15.5,전라북도
355,2006,임실,11.4,18.4,5.8,35.5,-17.5,1260.7,13.9,전라북도
356,2006,정읍,13.3,18.8,8.7,35.0,-12.3,1283.8,15.0,전라북도
357,2006,남원,12.8,19.5,7.3,35.9,-15.1,1381.5,14.9,전라북도
358,2006,장수,10.8,17.1,5.3,33.2,-20.2,1354.2,13.5,전라북도
359,2006,장흥,13.2,19.4,8.0,35.5,-10.6,1678.6,14.9,전라남도
360,2006,해남,13.3,19.0,8.3,34.7,-8.8,1385.5,16.4,전라남도
361,2006,고흥,13.8,19.2,8.9,35.0,-9.1,1602.2,15.3,전라남도
362,2006,봉화,10.0,16.9,4.2,34.5,-19.2,1184.8,13.0,경상북도
363,2006,영주,11.9,17.7,6.7,35.3,-13.8,1510.8,13.7,경상북도
364,2006,문경,11.6,17.5,6.6,35.0,-13.8,1352.0,13.8,경상북도
365,2006,영덕,13.2,18.2,8.8,35.0,-10.6,1236.4,15.2,경상북도
366,2006,의성,11.9,19.1,5.8,37.3,-17.2,1392.6,14.0,경상북도
367,2006,구미,13.0,19.1,7.9,37.0,-12.1,1254.3,15.4,경상북도
368,2006,영천,12.7,19.2,7.1,37.2,-13.3,1353.0,14.9,경상북도
369,2006,거창,12.6,19.5,6.9,35.9,-14.5,1411.4,14.7,경상남도
370,2006,합천,13.8,20.5,8.3,38.0,-12.6,1306.6,15.0,경상남도
371,2006,밀양,13.1,20.0,7.4,36.5,-12.8,1324.5,14.5,경상남도
372,2006,산청,13.4,19.7,8.3,36.5,-13.3,1684.6,14.8,경상남도
373,2006,거제,14.3,18.8,10.3,35.2,-9.3,1876.7,15.4,경상남도
374,2006,남해,13.9,18.9,9.8,35.5,-10.1,1889.9,16.1,경상남도
375,2007,속초,13.0,17.2,9.3,35.3,-8.6,1264.7,13.8,강원도
376,2007,철원,10.7,16.8,5.4,33.9,-16.9,1507.9,12.9,강원도
377,2007,동두천,11.5,18.0,6.6,34.3,-13.8,1286.3,13.3,경기도
378,2007,파주,11.3,17.4,6.1,33.0,-15.6,1223.3,14.1,경기도
379,2007,대관령,7.6,12.6,3.1,30.2,-20.0,1401.1,8.7,강원도
380,2007,춘천,11.7,17.6,6.9,34.8,-13.9,1374.9,13.1,강원도
381,2007,백령도,11.6,14.9,9.2,30.2,-7.7,1213.9,14.2,인천광역시
382,2007,강릉,13.9,18.0,10.2,35.9,-6.0,1441.6,14.5,강원도
383,2007,동해,13.3,17.7,9.5,35.0,-6.3,1514.5,14.3,강원도
384,2007,서울,13.3,17.5,9.7,33.2,-8.6,1212.3,13.8,서울특별시
385,2007,인천,12.9,16.5,9.9,31.8,-8.1,1120.0,14.2,인천광역시
386,2007,원주,12.4,18.2,7.7,34.1,-13.0,1568.2,13.3,경상북도
387,2007,울릉도,13.4,16.6,11.0,33.7,-4.8,1558.0,15.1,경상북도
388,2007,수원,12.9,17.8,8.6,33.2,-9.9,1325.0,13.6,경기도
389,2007,영월,11.5,17.7,6.3,34.1,-15.2,1714.9,14.4,강원도
390,2007,충주,12.1,18.0,7.1,33.8,-13.1,1439.2,14.1,충청북도
391,2007,서산,12.4,17.3,8.0,32.4,-9.0,1471.1,14.1,충청남도
392,2007,울진,13.7,18.5,9.6,36.0,-5.8,1215.0,15.3,경상북도
393,2007,청주,13.7,18.8,9.3,33.5,-10.1,1534.5,14.3,충청북도
394,2007,대전,13.3,18.4,8.9,33.7,-9.3,1750.9,14.7,대전광역시
395,2007,추풍령,11.8,17.5,7.0,32.7,-8.8,1311.0,13.0,충청북도
396,2007,안동,12.6,18.7,7.5,33.9,-13.3,1122.0,14.4,경상북도
397,2007,상주,12.7,18.7,7.9,35.0,-9.1,1283.3,14.8,경상북도
398,2007,포항,14.7,19.0,11.1,36.0,-4.9,1241.4,16.4,경상북도
399,2007,군산,13.3,17.9,9.5,32.9,-7.3,1655.5,14.6,전라북도
400,2007,대구,15.0,20.0,10.7,36.4,-5.1,973.9,15.7,대구광역시
401,2007,전주,14.0,19.3,9.5,34.8,-7.2,1471.7,15.6,전라북도
402,2007,울산,15.0,19.9,10.8,35.7,-4.9,1135.8,15.4,울산광역시
403,2007,창원,14.8,19.4,11.2,36.0,-4.6,1497.2,16.0,경상남도
404,2007,광주,14.6,19.6,10.6,34.3,-4.9,1620.6,15.7,광주광역시
405,2007,부산,15.3,19.1,12.4,32.6,-3.6,1276.5,16.9,부산광역시
406,2007,통영,15.4,19.8,11.9,34.0,-3.2,1341.8,17.3,경상남도
407,2007,목포,14.5,18.5,11.2,33.0,-4.9,1350.6,15.9,전라남도
408,2007,여수,14.6,17.8,12.0,33.7,-4.0,1512.4,14.3,전라남도
409,2007,흑산도,13.5,16.5,11.3,31.7,-2.3,1347.8,16.0,전라남도
410,2007,완도,14.4,19.1,10.6,33.3,-3.5,1800.3,16.0,전라남도
411,2007,진도(첨찰산),12.0,16.9,8.9,30.7,-5.7,1692.4,14.3,전라남도
412,2007,제주,16.5,19.5,13.8,34.0,0.8,2139.8,18.0,제주도
413,2007,고산,16.2,19.1,13.8,32.7,0.4,1296.0,18.5,제주도
414,2007,성산,16.3,19.6,13.1,32.7,0.5,2582.5,17.9,제주도
415,2007,서귀포,17.4,21.1,14.3,33.7,-0.3,2166.5,18.1,제주도
416,2007,진주,14.0,20.3,8.5,36.2,-10.7,1701.0,16.1,경상남도
417,2007,강화,11.8,16.6,7.4,33.0,-10.8,1170.0,13.3,인천광역시
418,2007,양평,12.5,18.3,7.6,34.0,-13.1,1402.7,13.8,경기도
419,2007,이천,11.8,17.8,6.8,34.2,-14.1,1414.8,12.8,경기도
420,2007,인제,10.8,16.9,5.9,34.6,-14.6,1215.6,12.2,강원도
421,2007,홍천,11.3,17.9,6.2,36.1,-16.5,1308.0,13.2,강원도
422,2007,태백,9.3,14.5,4.9,31.2,-13.8,1498.8,10.1,강원도
423,2007,제천,10.7,17.2,5.4,33.5,-16.5,2067.3,12.9,충청북도
424,2007,보은,11.7,18.2,6.4,34.0,-10.8,1532.1,13.6,충청북도
425,2007,천안,12.5,18.1,7.6,34.9,-13.6,1562.4,13.7,충청남도
426,2007,보령,13.2,18.0,9.1,33.9,-7.6,1295.8,14.1,충청남도
427,2007,부여,12.9,19.3,7.8,35.0,-10.5,1651.3,15.0,충청남도
428,2007,금산,12.2,19.2,6.7,35.7,-12.8,1586.1,14.3,충청남도
429,2007,부안,13.9,19.2,9.6,35.7,-6.3,2074.1,15.0,전라북도
430,2007,임실,11.8,18.8,6.2,35.2,-12.3,1438.1,14.2,전라북도
431,2007,정읍,13.7,19.2,9.2,35.2,-6.5,1637.2,15.4,전라북도
432,2007,남원,13.0,19.6,7.5,35.0,-9.6,1815.2,14.9,전라북도
433,2007,장수,11.2,17.4,5.9,32.4,-14.1,1563.3,13.8,전라북도
434,2007,장흥,13.5,19.4,8.4,34.0,-9.3,1978.0,14.7,전라남도
435,2007,해남,13.7,19.2,8.6,33.2,-7.4,1460.5,16.6,전라남도
436,2007,고흥,14.2,19.6,9.4,34.2,-6.5,1803.9,16.1,전라남도
437,2007,봉화,10.5,17.4,4.6,33.2,-16.2,1210.3,12.8,경상북도
438,2007,영주,12.3,17.9,7.3,33.8,-11.3,1475.9,14.2,경상북도
439,2007,문경,12.0,17.9,7.1,34.4,-10.8,1448.8,13.7,경상북도
440,2007,영덕,13.6,18.7,9.4,35.7,-5.3,1197.5,14.7,경상북도
441,2007,의성,12.5,20.0,6.3,35.6,-14.8,1324.3,13.4,경상북도
442,2007,구미,13.2,19.2,8.1,34.5,-8.1,1523.8,16.5,경상북도
443,2007,영천,13.1,19.5,7.5,36.5,-10.8,1142.1,15.5,경상북도
444,2007,거창,13.1,20.0,7.4,35.2,-11.0,1729.0,15.2,경상남도
445,2007,합천,14.3,21.1,8.8,36.9,-10.1,1232.6,15.9,경상남도
446,2007,밀양,13.7,20.6,7.9,36.5,-11.1,1061.0,15.0,경상남도
447,2007,산청,13.8,19.9,8.8,35.9,-7.5,1775.9,15.3,경상남도
448,2007,거제,14.6,19.1,10.6,34.4,-4.8,1576.0,16.3,경상남도
449,2007,남해,14.6,19.5,10.5,35.0,-5.5,1780.5,16.2,경상남도
450,2008,속초,13.0,17.1,9.2,34.7,-10.9,1415.0,14.2,강원도
451,2008,철원,10.4,16.7,4.7,35.1,-19.1,1504.9,12.5,강원도
452,2008,동두천,11.7,18.2,6.6,35.2,-15.2,1518.2,13.6,경기도
453,2008,파주,11.0,17.5,5.6,34.9,-17.4,1302.5,13.4,경기도
454,2008,대관령,7.2,12.4,2.0,30.1,-26.2,1128.6,8.9,강원도
455,2008,춘천,11.3,17.3,6.1,35.1,-16.2,1439.4,12.9,강원도
456,2008,백령도,11.4,14.3,9.2,30.8,-9.1,892.7,13.4,인천광역시
457,2008,강릉,14.0,18.1,10.4,36.8,-10.0,1342.7,14.8,강원도
458,2008,동해,13.3,17.7,9.3,37.1,-9.0,978.5,15.1,강원도
459,2008,서울,12.9,17.3,9.1,35.4,-13.1,1356.3,13.6,서울특별시
460,2008,인천,12.8,16.6,9.5,33.6,-11.4,1137.4,13.8,인천광역시
461,2008,원주,12.1,18.1,7.1,36.3,-13.7,1011.1,13.9,경상북도
462,2008,울릉도,13.0,16.2,10.6,31.5,-8.7,1418.0,14.8,경상북도
463,2008,수원,12.8,18.1,8.2,35.7,-12.1,1342.9,14.0,경기도
464,2008,영월,11.3,18.0,5.7,35.2,-16.2,876.6,13.9,강원도
465,2008,충주,12.0,18.4,6.7,35.4,-13.9,882.5,13.5,충청북도
466,2008,서산,12.0,17.3,7.2,33.5,-13.1,909.6,14.2,충청남도
467,2008,울진,13.1,17.9,8.9,35.1,-8.4,916.6,15.4,경상북도
468,2008,청주,13.4,18.8,8.7,35.1,-11.9,892.3,15.3,충청북도
469,2008,대전,13.0,18.3,8.3,33.4,-11.6,1037.6,14.6,대전광역시
470,2008,추풍령,12.0,17.5,7.0,33.8,-12.3,818.5,14.1,충청북도
471,2008,안동,12.5,18.6,7.0,35.0,-13.3,737.9,15.4,경상북도
472,2008,상주,12.7,18.4,7.8,35.3,-11.4,856.7,14.6,경상북도
473,2008,포항,14.1,18.4,10.5,35.6,-8.3,885.4,16.5,경상북도
474,2008,군산,13.3,18.3,9.3,34.5,-11.0,901.0,14.7,전라북도
475,2008,대구,14.6,19.9,10.1,36.2,-8.5,761.4,16.2,대구광역시
476,2008,전주,13.9,19.4,9.0,35.3,-10.8,1000.0,16.1,전라북도
477,2008,울산,14.2,19.3,10.0,35.1,-8.5,1112.3,15.7,울산광역시
478,2008,창원,14.8,19.5,11.0,34.3,-7.3,1020.5,16.5,경상남도
479,2008,광주,14.6,19.8,10.4,35.1,-8.9,1007.2,16.2,광주광역시
480,2008,부산,15.0,18.8,12.0,31.4,-6.1,1168.3,17.3,부산광역시
481,2008,통영,14.9,19.6,11.2,33.0,-7.2,1150.0,17.7,경상남도
482,2008,목포,14.2,18.2,10.9,33.2,-7.9,960.5,15.5,전라남도
483,2008,여수,14.5,17.9,11.9,31.9,-7.3,959.8,14.9,전라남도
484,2008,흑산도,13.1,16.0,10.9,30.9,-4.1,919.7,16.6,전라남도
485,2008,완도,14.1,18.9,10.4,33.9,-7.4,1180.0,16.8,전라남도
486,2008,진도(첨찰산),11.6,16.1,8.7,31.3,-10.9,1302.5,13.5,전라남도
487,2008,제주,16.0,19.0,13.4,34.8,-0.5,1308.8,17.5,제주도
488,2008,고산,15.8,18.8,13.3,32.5,-1.2,972.3,17.8,제주도
489,2008,성산,15.6,19.0,12.5,32.1,-0.8,1770.7,16.6,제주도
490,2008,서귀포,16.9,20.5,13.9,33.5,-1.1,1661.4,18.0,제주도
491,2008,진주,14.0,20.4,8.3,35.5,-10.6,885.6,16.6,경상남도
492,2008,강화,11.7,16.6,7.0,34.1,-13.7,1333.0,13.1,인천광역시
493,2008,양평,11.8,18.0,6.6,35.0,-14.9,1420.4,13.4,경기도
494,2008,이천,11.5,17.9,6.1,35.0,-14.3,1170.7,13.2,경기도
495,2008,인제,10.2,16.6,4.8,35.7,-19.9,1135.7,12.5,강원도
496,2008,홍천,11.0,17.9,5.5,36.6,-17.7,1140.4,13.0,강원도
497,2008,태백,9.0,14.7,4.0,32.3,-20.0,959.5,10.1,강원도
498,2008,제천,10.2,17.1,4.3,34.3,-17.7,885.8,12.5,충청북도
499,2008,보은,11.3,17.9,5.7,34.0,-15.2,961.9,13.6,충청북도
500,2008,천안,12.3,18.1,7.0,34.2,-13.4,870.1,13.9,충청남도
501,2008,보령,13.0,17.8,8.7,35.5,-11.4,813.5,14.7,충청남도
502,2008,부여,12.8,19.3,7.5,35.2,-14.6,902.1,15.0,충청남도
503,2008,금산,11.8,18.7,6.1,35.0,-14.6,902.2,13.4,충청남도
504,2008,부안,13.3,18.8,8.9,36.0,-13.7,881.5,15.4,전라북도
505,2008,임실,11.6,18.6,5.6,34.2,-14.5,915.3,14.1,전라북도
506,2008,정읍,13.8,19.6,9.1,35.9,-11.8,881.2,15.4,전라북도
507,2008,남원,12.7,19.6,6.8,34.9,-12.9,816.3,16.4,전라북도
508,2008,장수,10.9,17.5,5.1,34.1,-15.6,863.4,13.9,전라북도
509,2008,고창군,13.6,19.3,8.8,35.2,-12.4,937.7,14.5,전라북도
510,2008,영광,13.1,18.3,8.5,34.8,-13.1,886.3,14.6,전라남도
511,2008,장흥,13.5,19.3,8.3,34.5,-9.2,981.6,15.3,전라남도
512,2008,해남,13.6,19.1,8.5,33.7,-12.7,1098.1,15.6,전라남도
513,2008,고흥,13.9,19.6,8.8,34.8,-10.1,944.7,15.2,전라남도
514,2008,봉화,10.0,17.4,3.4,34.5,-16.9,1027.9,12.4,경상북도
515,2008,영주,11.7,17.8,6.0,34.9,-14.1,1063.1,14.5,경상북도
516,2008,문경,12.0,18.0,6.8,34.8,-13.0,974.8,14.7,경상북도
517,2008,영덕,13.6,18.9,9.1,37.7,-9.3,729.3,15.1,경상북도
518,2008,의성,11.8,19.5,5.2,35.9,-15.9,786.2,14.4,경상북도
519,2008,구미,13.3,19.2,8.2,35.1,-10.4,760.2,15.4,경상북도
520,2008,영천,12.7,19.1,7.0,35.7,-12.9,774.3,15.3,경상북도
521,2008,거창,12.1,19.4,5.9,35.5,-13.0,615.7,14.0,경상남도
522,2008,합천,13.2,20.4,7.2,35.9,-12.0,767.0,16.6,경상남도
523,2008,밀양,13.6,20.8,7.5,36.6,-10.6,807.5,15.6,경상남도
524,2008,산청,13.2,19.7,7.9,36.5,-11.0,785.5,15.4,경상남도
525,2008,거제,14.4,19.1,10.3,34.2,-6.4,1206.9,16.6,경상남도
526,2008,남해,14.5,19.5,10.2,34.5,-9.3,1081.4,16.4,경상남도
527,2009,속초,12.8,17.0,8.9,32.4,-10.0,1420.1,13.6,강원도
528,2009,철원,10.4,16.6,4.8,33.2,-19.8,1599.1,12.5,강원도
529,2009,동두천,11.7,17.9,6.7,34.1,-15.0,1527.8,14.5,경기도
530,2009,파주,11.0,17.2,5.7,33.3,-17.9,1507.3,13.7,경기도
531,2009,대관령,7.4,12.6,2.4,29.9,-18.6,1331.7,8.8,강원도
532,2009,춘천,11.5,17.5,6.2,34.1,-16.8,1446.9,14.1,강원도
533,2009,백령도,11.6,14.6,9.2,30.2,-10.1,795.6,13.7,인천광역시
534,2009,북강릉,12.5,16.4,8.8,32.9,-11.6,1209.5,13.1,강원도
535,2009,강릉,13.4,17.6,9.6,34.1,-9.6,1183.0,15.5,강원도
536,2009,동해,13.4,17.6,9.5,35.0,-10.5,940.9,15.2,강원도
537,2009,서울,12.9,17.2,9.1,34.4,-12.9,1564.0,13.6,서울특별시
538,2009,인천,12.6,16.3,9.4,31.4,-10.9,1382.1,13.9,인천광역시
539,2009,원주,12.2,18.1,7.1,34.4,-15.3,1359.3,14.3,경상북도
540,2009,울릉도,12.5,15.8,10.1,31.1,-7.0,1616.1,14.1,경상북도
541,2009,수원,12.6,17.9,8.0,34.8,-14.6,1541.2,13.6,경기도
542,2009,영월,11.5,18.1,5.8,34.7,-17.4,1027.0,13.7,강원도
543,2009,충주,11.9,18.0,6.5,34.1,-16.8,936.8,13.1,충청북도
544,2009,서산,12.3,17.5,7.5,32.5,-13.9,1074.3,14.7,충청남도
545,2009,울진,13.0,17.6,8.8,33.6,-9.5,851.7,15.5,경상북도
546,2009,청주,13.0,18.4,8.3,33.5,-13.5,1019.8,14.6,충청북도
547,2009,대전,12.8,18.2,8.0,32.7,-13.3,1090.4,15.4,대전광역시
548,2009,추풍령,12.0,17.5,6.9,33.2,-14.0,1010.7,11.9,충청북도
549,2009,안동,12.5,18.8,7.0,33.5,-15.0,1058.5,15.1,경상북도
550,2009,상주,12.6,18.5,7.5,34.2,-13.8,879.2,14.7,경상북도
551,2009,포항,14.8,19.1,11.2,35.3,-8.8,885.5,16.8,경상북도
552,2009,군산,13.0,17.9,8.8,32.5,-11.4,1022.7,14.4,전라북도
553,2009,대구,14.8,20.2,10.2,35.3,-10.5,832.5,16.9,대구광역시
554,2009,전주,13.6,19.5,8.7,34.4,-12.9,1163.9,16.9,전라북도
555,2009,울산,14.3,19.5,10.0,34.2,-9.2,1133.2,15.7,울산광역시
556,2009,창원,15.0,19.7,11.2,33.7,-9.3,1865.9,16.4,경상남도
557,2009,광주,14.6,20.1,10.2,34.5,-10.0,1488.2,16.5,광주광역시
558,2009,부산,15.2,19.2,12.1,32.5,-7.6,1772.9,15.5,부산광역시
559,2009,통영,14.9,19.4,11.4,32.2,-7.7,1548.6,17.2,경상남도
560,2009,목포,13.8,17.9,10.4,31.9,-8.4,1088.4,15.5,전라남도
561,2009,여수,14.6,17.9,11.8,31.2,-7.4,1247.7,14.7,전라남도
562,2009,흑산도,13.7,16.7,11.4,30.7,-4.9,1010.7,16.9,전라남도
563,2009,완도,14.3,19.2,10.3,32.4,-8.3,1588.4,16.9,전라남도
564,2009,진도(첨찰산),11.7,16.4,8.6,30.4,-8.8,1481.0,14.1,전라남도
565,2009,제주,16.0,19.1,13.1,33.6,-2.5,1304.8,17.8,제주도
566,2009,고산,15.7,18.6,13.1,33.2,-3.6,1133.0,18.1,제주도
567,2009,성산,15.4,18.9,12.1,31.3,-3.8,1753.5,16.3,제주도
568,2009,서귀포,17.2,20.7,14.2,33.8,-3.9,2006.8,18.4,제주도
569,2009,진주,13.8,20.2,8.1,33.1,-14.1,1608.9,16.0,경상남도
570,2009,강화,11.4,16.4,6.7,33.0,-14.6,1448.2,13.9,인천광역시
571,2009,양평,11.9,18.0,6.5,34.2,-18.7,1576.5,13.7,경기도
572,2009,이천,11.6,17.9,6.0,33.8,-16.6,1401.5,13.1,경기도
573,2009,인제,10.6,16.8,5.4,34.8,-17.9,1403.7,13.2,강원도
574,2009,홍천,11.2,18.0,5.7,35.8,-18.2,1540.1,13.0,강원도
